id,city_id,title,street,address,zip_code,phone,hole,architect,year_built,public_private,guest_policy,credit_card,golf_season,range,rental_club,pro_in_House,metal_spikes_okay,weekday,weekend,tee_time_welcomed,rental_cart_available,championship_par,championship_yards,championship_slope,championship_usga,middle_par,middle_yards,middle_slope,middle_usga,forward_par,forward_yards,forward_slope,forward_usga,lng,lat
7841,3704,Southern Hills Golf Course,18950 Chippendale Ave,"Farmington, Minnesota 55024",55024,(651) 463-4653,18,Joel Goldstrand,1991,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,71,6314,126,70.50,71,6073,124,69.40,71,4970,116,68.70,,
7842,3704,Fountain Valley Golf Club,2830 220th St W,"Farmington, Minnesota 55024",55024,(651) 463-2121,18,,1977,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6560,,,72,6318,,,72,5852,,,,
7843,3705,Pebble Lake Golf Club,County 82 S,"Fergus Falls, Minnesota 56537",56537,(218) 736-7404,18,,1940,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6742,128,72.30,72,6452,125,71.10,74,5549,126,72.10,,
7844,3706,Sandhill River Golf Club,Hwy 32 S,"Fertile, Minnesota 56540",56540,(218) 945-3535,9,,1997,Semi-Private,Open,None,Open: 5/01 Closed: 10/31,Yes,Yes,No,No,$,$,Yes,Yes,36,3075,115,34.70,36,2972,113,34.20,36,2547,110,34.50,,
7845,3707,Fifty Fore Golf Bar & Grill,County 1 and 3,"Fifty Lakes, Minnesota 56448",56448,(218) 763-2038,9,Howard Hogul,1955,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,No,Yes,$,$,No,Yes,,,,,30,1731,,,30,1731,,,,
7846,3708,Stone Creek Golf Club,13060 65th St NE,"Foley, Minnesota 56329",56329,(320) 260-2466,9,Ralph Emerson &amp; Jim Resch,1998,Public,Open,None,Open: 4/01 Closed: 11/30,Yes,Yes,Yes,No,$,$,Yes,Yes,36,3090,,,36,2947,,,36,2510,,,,
7847,3709,Castlewood Golf Course,7050 Scandia Trl No,"Forest Lake, Minnesota 55025",55025,(651) 464-6233,9,,1920,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,36,3166,,,36,3043,,,36,2656,,,,
7848,3709,Forest Hills Golf Club,7530 210th St No,"Forest Lake, Minnesota 55025",55025,(651) 464-4514,18,,1961,Private,Closed,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6542,133,71.80,72,6293,131,70.70,73,5417,127,71.40,,
7849,3710,Fosston Golf Club,Hwy 2 W,"Fosston, Minnesota 56542",56542,(218) 435-6535,9,,1965,Public,Open,"VISA, MasterCard, Discover Welcomed",Open: 4/01 Closed: 10/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,,,,,36,3215,114,35.10,37,2774,119,35.50,,
7850,3711,Frazee Golf Course,Rural Route 1,"Frazee, Minnesota 56544",56544,(218) 334-3831,9,Bob Mathews,1964,Public,Open,None,Open: 4/15 Closed: 10/15,No,Yes,No,No,$,$,Yes,Yes,,,,,35,2504,104,32.10,35,2347,109,33.60,,
7851,3711,Maple Hills Golf Club,Route 4 Off Hwy 10,"Frazee, Minnesota 56544",56544,(218) 847-9532,9,Lef Kertscher,1976,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,Yes,Yes,$,$,Yes,Yes,36,3023,95,33.20,35,2824,94,33.00,35,2333,99,34.00,,
7852,3712,Oakview Golf Club,County Rd 8,"Freeborn, Minnesota 56032",56032,(507) 863-2288,9,,1969,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,No,Yes,,,,,36,3002,125,34.50,37,2890,122,36.70,,
7853,3713,Mount Frontenac Golf Course,Hwy 61,"Frontenac, Minnesota 55026",55026,(651) 388-5826,18,Gordon Emerson,1985,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 10/15,No,Yes,No,No,$,$,Yes,Yes,71,6160,124,70.20,71,5932,120,68.80,71,4882,120,69.10,,
7854,3714,Town & Country Golf Course,Hwy 59,"Fulda, Minnesota 56131",56131,(507) 425-3328,9,,1992,Public,Open,None,Open: 5/01 Closed: 10/31,Yes,Yes,No,No,$,$,Yes,Yes,36,3319,,,36,3092,,,36,2763,,,,
7855,3715,Garrison Creek Golf Course,Hwy 169,"Garrison, Minnesota 56450",56450,(320) 692-4922,9,,1974,Public,Open,None,Open: 4/01 Closed: 10/31,Yes,Yes,No,Yes,$,$,No,Yes,,,,,29,1317,,,29,1317,,,,
7856,3715,Mille Lacs Golf Resort,18517 Captive Lake Rd,"Garrison, Minnesota 56450",56450,(320) 692-4325,18,Robert Murphy,1965,Resort,Open,"VISA, MasterCard, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6291,119,69.70,71,6067,115,69.20,71,5041,126,74.50,,
7857,3716,Eshquaguma Country Club,6469 White Pine Ln,"Gilbert, Minnesota 55741",55741,(218) 865-4706,9,,1915,Private,Closed,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,No,Yes,,,,,36,3180,,35.20,38,2910,,36.00,,
7858,3717,Glencoe Country Club,1325 E 1St St,"Glencoe, Minnesota 55336",55336,(320) 864-3023,18,,1955,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6074,112,69.20,71,5710,109,67.80,71,4940,113,68.00,,
7859,3718,Minnewaska Golf Course,Hwy 28/29 Golf Course Rd,"Glenwood, Minnesota 56334",56334,(320) 634-3680,18,Joel Goldstrand,1927,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6483,122,70.70,72,6212,120,69.70,73,5292,123,71.10,,
7860,3718,Pezhekee National Golf Course,20000 S Lakeshore Dr,"Glenwood, Minnesota 56334",56334,(320) 634-4501,18,Bill Peters,1967,Resort,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,No,Yes,Yes,No,$,$,Yes,Yes,72,6454,119,70.80,72,6100,116,69.60,73,5156,122,71.50,,
7861,3719,Ponderosa Golf Club,Route 2,"Glyndon, Minnesota 56547",56547,(218) 498-2201,11,,1972,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,No,Yes,36,3073,122,,36,2884,118,,36,2529,119,,,
7862,3720,Par d at Theodore Wirth Golf Course,1301 Wirth Pkwy,"Golden Valley, Minnesota 55422",55422,(612) 522-4584,9,Larry Packard,1970,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,No,Yes,No,Yes,$,$,Yes,Yes,,,,,27,1240,58,,27,1240,65,,,
7863,3720,Brookview Golf Course,200 Brookview Pkwy,"Golden Valley, Minnesota 55426",55426,(612) 512-2300,18,,1927,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6369,127,70.30,72,6109,124,69.10,72,5463,124,71.40,,
7866,3721,Graceville Golf Club,Toqua Lake Rd Off Hwy 75,"Graceville, Minnesota 56240",56240,(320) 748-7557,9,,1918,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,No,Yes,,,,,36,3029,112,34.30,36,2636,110,35.00,,
7867,3722,Gunflint Hills Municipal Golf Club,Gunflint Trl,"Grand Marais, Minnesota 55604",55604,(218) 387-9988,9,,,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,No,Yes,,,,,34,2630,,,35,2353,,,,
7869,3723,Pokegama Golf Course,3910 Golf Course Rd,"Grand Rapids, Minnesota 55744",55744,(218) 326-3444,18,,1927,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6481,121,70.30,71,6105,117,68.50,72,5046,116,67.70,,
7870,3724,Granite Falls Golf Club,Hwy 67 E,"Granite Falls, Minnesota 56241",56241,(320) 564-4755,9,,,Semi-Private,Open,None,Open: 4/15 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,36,2967,109,67.10,36,2880,98,65.60,36,2707,121,71.40,,
7871,3726,Two River Golf Course,Two Rivers Golf Course Rd,"Hallock, Minnesota 56728",56728,(218) 843-2155,9,,,Semi-Private,Open,None,Open: 5/01 Closed: 9/01,No,Yes,No,Yes,$,$,No,Yes,,,,,36,2935,,32.20,38,2637,,34.30,,
7872,3727,Gold at Majestic Oaks Golf Club,701 Bunker Lake Blvd,"Ham Lake, Minnesota 55304",55304,(612) 755-2142,18,Garrett Gill &amp; George B. Williams,1991,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6396,123,71.20,72,5879,118,68.80,72,4848,120,68.40,,
7873,3727,The Executive at Majestic Oaks Golf Club,701 Bunker Lake Blvd,"Ham Lake, Minnesota 55304",55304,(612) 755-2142,9,,1975,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,,,,,29,1795,73,28.10,30,1750,81,29.50,,
7874,3727,Platinum at Majestic Oaks Golf Club,701 Bunker Lake Blvd,"Ham Lake, Minnesota 55304",55304,(612) 755-2142,18,Charles Maddox,1971,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,7013,129,73.90,72,6561,125,71.40,72,5268,126,71.60,,
7875,3728,Harmony Golf Club,535 Fourth St NE,"Harmony, Minnesota 55939",55939,(507) 886-5622,9,,1931,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,No,Yes,36,3018,,,36,2904,102,33.60,36,2712,112,35.00,,
7876,3729,Afton Alps Golf Course,6600 Peller Ave S,"Hastings, Minnesota 55033",55033,(651) 436-1320,18,Howard Dahlgren &amp; Associates,1989,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,,,,,72,5528,,,72,4866,,,,
7877,3729,Hastings Country Club,2015 Westview Dr,"Hastings, Minnesota 55033",55033,(651) 437-6483,18,,1947,Private,Closed,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6720,129,72.40,72,6385,126,71.10,72,5533,131,72.80,,
7878,3729,Hidden Greens Golf Course,12977 200th St E,"Hastings, Minnesota 55033",55033,(651) 437-3085,18,Joel Goldstrand,1976,Public,Open,None,Open: 4/15 Closed: 11/01,Yes,Yes,No,No,$,$,No,Yes,,,,,72,5954,118,68.80,72,5379,123,70.60,,
7879,3729,Bellwood Oaks Golf Course,13239 210th St E,"Hastings, Minnesota 55033",55033,(651) 437-4141,18,,1972,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,73,6775,123,72.50,73,6507,121,71.20,74,5707,126,72.30,,
7880,3730,Hawley Golf & Country Club,Hwy 10,"Hawley, Minnesota 56549",56549,(218) 483-4808,18,,1923,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,71,6106,119,68.60,71,5768,115,67.10,72,5082,113,68.60,,
7881,3732,Holiday Park Golf Course,Route 3,"Hayward, Minnesota 56043",56043,(507) 373-3886,9,,,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,,,,,27,1236,,,27,1236,,,,
7882,3733,Lake Hendricks Golf Club,W On Lincoln County Hwy 17,"Hendricks, Minnesota 56136",56136,(507) 275-3852,9,,,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,36,3103,99,33.10,36,2918,98,32.90,36,2788,107,35.00,,
7883,3735,Hibbing Municipal Golf Course,16th St &amp; 7th Ave E,"Hibbing, Minnesota 55746",55746,(218) 263-4720,9,,1920,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,No,,,,,34,2657,,,36,2657,,,,
7884,3735,Mesaba Country Club,415 E 51 St,"Hibbing, Minnesota 55746",55746,(218) 263-4826,18,,1920,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6792,131,73.10,72,6573,129,72.00,74,5747,130,74.10,,
7885,3736,Quadna Golf Course,100 Quadna Rd,"Hill City, Minnesota 55748",55748,(800) 422-6649,9,,1966,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 5/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,,,,,35,2972,122,34.70,35,2470,125,35.30,,
7886,3737,Grand National Golf Club,300 Lady Luck Dr,"Hinckley, Minnesota 55037",55037,(320) 384-7427,18,Joel Goldstrand,1995,Public,Open,"VISA, MasterCard, Amex Welcomed",Open: 5/01 Closed: 10/31,Yes,Yes,Yes,Yes,$,$,Yes,Yes,72,6894,137,73.60,72,6530,134,72.00,72,5100,122,69.60,,
7887,3738,Red Rock Golf Course,County Rd 25,"Hoffman, Minnesota 56339",56339,(320) 986-2342,9,Jim Hauson,1990,Public,Open,None,Open: 4/01 Closed: 10/15,No,Yes,No,No,$,$,Yes,Yes,,,,,36,2880,115,34.50,36,2450,118,33.50,,
7888,3739,Meadowbrook Golf Club,201 Meadowbrook Rd,"Hopkins, Minnesota 55343",55343,(612) 929-2077,18,,1926,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,No,Yes,Yes,Yes,$,$,Yes,Yes,72,6457,130,71.20,72,6156,127,70.70,72,4811,119,67.40,,
7889,3739,Oak Ridge Country Club,700 Oak Ridge Rd,"Hopkins, Minnesota 55305",55305,(612) 935-7721,18,William D. Clark,1924,Private,Closed,None,Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$$,$$,Yes,Yes,70,6569,138,72.60,70,6307,136,71.40,73,5729,137,74.20,,
7890,3740,Valley High Country Club,Route 2,"Houston, Minnesota 55943",55943,(507) 894-4444,18,Homer Fieldhouse,1970,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,No,Yes,$,$,Yes,Yes,71,6168,113,68.30,71,5899,110,67.00,75,5289,109,69.20,,
7891,3741,"Greens at Howard Lake, The",5055 County Rd 7 SW,"Howard Lake, Minnesota 55349",55349,(320) 543-3330,9,Edwin Lahr,1995,Public,Open,None,Open: 5/01 Closed: 11/01,Yes,Yes,No,Yes,$,$,Yes,Yes,36,3313,123,35.60,36,3100,119,34.60,36,2572,114,34.30,,
7893,3743,Crow River Country Club,915 Colorado St NW,"Hutchinson, Minnesota 55350",55350,(320) 587-2709,18,,,Private,Reciprocal,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6507,118,70.90,71,5847,112,68.00,71,5443,114,69.70,,
7894,3744,Falls Country Club,Golf Course Rd,"International Falls, Minnesota 56649",56649,(218) 283-4491,18,Joel Goldstrand,1998,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/15 Closed: 11/15,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6632,122,71.90,72,6233,118,70.00,72,5141,115,69.40,,
7895,3745,The Executive at Inver Wood Golf Course,1850 70th St E,"Inver Grove Heights, Minnesota 55077",55077,(651) 457-3667,9,Garrett Gill,1991,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,30,1857,82,28.30,30,1631,78,27.30,30,1444,80,27.60,,
7896,3745,Arbor Pointe Golf Club,8919 Cahill Ave E,"Inver Grove Heights, Minnesota 55076",55076,(651) 451-9678,9,"Williams, Gill &amp; Associates",1998,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 10/01,No,Yes,No,No,$,$,Yes,Yes,31,2079,107,39.90,31,1900,104,30.90,31,1608,97,28.00,,
7897,3745,Eighteen Hole at Inver Wood Golf Course,1850 70th St E,"Inver Grove Heights, Minnesota 55077",55077,(651) 457-3667,18,Garrett Gill,1991,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6724,140,72.60,72,6194,135,70.20,72,5175,128,70.70,,
7898,3746,Fiddlestix Golf Course,1081 395th St,"Isle, Minnesota 56342",56342,(320) 676-3636,18,Harvey Exted,1989,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,71,6078,122,69.30,71,5705,116,67.90,71,5078,124,69.50,,
7899,3747,Jackson Golf Club,N Hwy 71,"Jackson, Minnesota 56143",56143,(507) 847-2660,9,,1950,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,No,No,No,No,$,$,Yes,Yes,,,,,37,3275,,36.30,38,2904,,37.00,,
7900,3747,Loon Lake Public Golf Course,Route 3,"Jackson, Minnesota 56143",56143,(507) 847-4036,9,,1964,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,Yes,$,$,No,Yes,36,3092,117,34.60,36,2991,115,34.10,36,2514,110,34.00,,
7901,3748,Prairie Ridge Golf Course,2000 N Main St,"Janesville, Minnesota 56048",56048,(507) 234-5505,9,Joel Goldstrand,1995,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,36,3370,131,36.50,36,2949,123,34.60,36,2631,121,35.80,,
7902,3750,Zumbro Valley Golf Club,County Rd 15,"Kasson, Minnesota 55944",55944,(507) 635-2821,9,,1923,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,36,2740,,,36,2592,103,32.20,37,2302,103,32.80,,
7903,3751,Kenyon Country Club,Hwy 56 No,"Kenyon, Minnesota 55946",55946,(507) 789-6307,9,,1926,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,No,No,No,No,$,$,Yes,Yes,,,,,34,2656,107,32.60,36,2498,,35.10,,
7904,3752,Kimball Golf Club,11823 County Rd 150,"Kimball, Minnesota 55353",55353,(320) 398-2285,18,,1960,Semi-Private,Open,"VISA, MasterCard, Discover Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6652,124,72.00,72,6389,122,70.70,72,5323,120,70.80,,
7905,3753,Pine Creek Golf Course,3815 N Pine Creek Rd,"La Crescent, Minnesota 55947",55947,(507) 895-2410,9,Silvester Krajewski,1957,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,,,,,35,2949,98,32.30,38,2811,109,33.70,,
7906,3754,Lake Pepin Golf Course,Rural Route 4,"Lake City, Minnesota 55041",55041,(651) 345-5768,9,Gordon Emerson,1997,Semi-Private,Open,"VISA, MasterCard, Discover Welcomed",Open: 5/01 Closed: 11/30,Yes,Yes,No,No,$,$,Yes,Yes,36,3379,126,36.00,36,3131,122,34.90,36,2698,115,35.40,,
7907,3754,Lake City Country Club,Route 2,"Lake City, Minnesota 55041",55041,(651) 345-3221,9,,1928,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,Yes,No,No,No,$,$,Yes,Yes,,,,,36,3023,,,38,2772,126,34.40,,
7908,3755,Blue/White at Tartan Park Golf Course,11455 20th St No,"Lake Elmo, Minnesota 55042",55042,(651) 733-3480,18,Don Herfort,1965,Private,Closed,"VISA, MasterCard, Amex Welcomed",Open: 4/01 Closed: 11/01,No,Yes,Yes,No,$,$,Yes,Yes,72,6855,127,72.10,72,6471,124,70.60,72,5580,127,71.60,,
7909,3755,White/Red at Tartan Park Golf Course,11455 20th St No,"Lake Elmo, Minnesota 55042",55042,(651) 733-3480,18,Don Herfort,1965,Private,Closed,"VISA, MasterCard, Amex Welcomed",Open: 4/01 Closed: 11/01,No,Yes,Yes,No,$,$,Yes,Yes,72,6690,128,71.90,72,6466,125,70.90,72,5486,124,71.40,,
7910,3755,Cimarron Golf Course,901 Lake Elmo Ave No,"Lake Elmo, Minnesota 55042",55042,(651) 436-6188,9,Don Herfort,1971,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,Yes,$,$,Yes,No,,,,,27,1460,,,27,1287,,,,
7911,3755,Red/Blue at Tartan Park Golf Course,11455 20th St No,"Lake Elmo, Minnesota 55042",55042,(651) 733-3480,18,Don Herfort,1965,Private,Closed,"VISA, MasterCard, Amex Welcomed",Open: 4/01 Closed: 11/01,No,Yes,Yes,No,$,$,Yes,Yes,72,6781,125,72.00,72,6423,121,70.30,72,5582,123,71.60,,
7912,3756,Vallebrook Golf Club,101 Vallebrook Rd,"Lakefield, Minnesota 56150",56150,(507) 662-5755,9,,1977,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,,,,,34,2693,115,33.10,34,2072,99,31.30,,
7913,3757,Green Valley Golf Course,Rural Route 2,"Lake Park, Minnesota 56554",56554,(218) 532-7447,9,Mike Levin,1980,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,34,2814,,,34,2614,,,34,2191,,,,
7914,3758,Crystal Lakes Golf Club,16725 Innisbrook Dr,"Lakeville, Minnesota 55044",55044,(612) 432-4440,18,Garrett Gill,1995,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/30,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6306,128,70.70,71,5827,124,68.60,71,4805,116,68.50,,
7915,3758,Heritage Links Golf Club,8075 Lucerne Blvd,"Lakeville, Minnesota 55044",55044,(612) 440-4653,18,Joel Goldstrand,1997,Public,Open,"VISA, MasterCard, Discover Welcomed",Open: 4/01 Closed: 10/31,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6672,125,72.30,71,6320,121,70.70,71,5145,116,70.40,,
7916,3758,Brackett's Crossing Country Club,17976 Judicial Rd,"Lakeville, Minnesota 55044",55044,(612) 435-7700,18,Don Herfort,1961,Private,Closed,None,Open: 4/01 Closed: 11/10,Yes,Yes,Yes,No,$$,$$,Yes,Yes,71,6921,139,74.30,71,6551,136,72.70,71,5234,123,71.30,,
7917,3759,Lancaster Riverside Golf Course,US Hwy 59 No,"Lancaster, Minnesota 56735",56735,(218) 762-4653,9,Todd Daniels,1995,Public,Open,None,Open: 5/01 Closed: 10/01,Yes,Yes,No,Yes,$,$,Yes,Yes,36,3215,,,36,3095,,,36,2658,,,,
7918,3760,Lanesboro Golf Club,Parkway Ave,"Lanesboro, Minnesota 55949",55949,(507) 467-3742,9,,1925,Semi-Private,Open,None,Open: 4/01 Closed: 10/31,No,Yes,No,No,$,$,No,Yes,,,,,35,2729,,,36,2566,,,,
7919,3761,ShadowBrooke Golf Course,3192 State Hwy 7,"Lester Prairie, Minnesota 55354",55354,(320) 395-4250,18,Joel Goldstrand,1993,Public,Open,None,Open: 4/01 Closed: 10/01,Yes,Yes,No,Yes,$,$,Yes,Yes,71,6349,118,69.90,71,6040,116,68.40,71,4906,123,73.60,,
7920,3762,Le Sueur Country Club,Rural Route 1,"Le Sueur, Minnesota 56058",56058,(507) 665-6292,18,Joel Goldstrand,1972,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,Yes,No,$,$,Yes,Yes,70,6365,129,71.80,70,6117,126,70.60,72,5023,120,69.60,,
7921,3763,Par d at Lewiston Country Club,Route 2 Hwy 14,"Lewiston, Minnesota 55952",55952,(507) 523-2060,9,,1970,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,,,,,27,688,,,27,688,,,,
7922,3763,Regulation at Lewiston Country Club,Route 2 Hwy 14,"Lewiston, Minnesota 55952",55952,(507) 523-2060,9,,1970,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,,,,,36,3164,,,36,2654,,,,
7923,3764,Chisago Lakes Golf Course,12975 192nd St,"Lindstrom, Minnesota 55045",55045,(651) 257-1484,18,,1972,Semi-Private,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,72,6529,119,71.20,72,6299,117,70.30,72,5714,124,72.70,,
7924,3765,Litchfield Golf Club,W Pleasure Dr,"Litchfield, Minnesota 55355",55355,(320) 693-6059,9,,,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,No,Yes,No,Yes,$,$,Yes,Yes,35,3199,123,34.90,35,3067,121,34.30,35,2525,121,34.70,,
7925,3766,Little Falls Country Club,1 Edgewater Dr,"Little Falls, Minnesota 56345",56345,(320) 632-3584,18,,1930,Public,Open,"VISA, MasterCard Welcomed",Open: 4/01 Closed: 11/01,Yes,Yes,No,Yes,$,$,Yes,Yes,,,,,72,6051,121,69.00,73,5713,125,72.60,,
7926,3767,Long Prairie Country Club,405 6th St SE,"Long Prairie, Minnesota 56347",56347,(320) 732-3312,18,Don Herfort &amp; Kevin Norby,1998,Semi-Private,Open,None,Open: 4/01 Closed: 10/01,No,Yes,Yes,No,$,$,Yes,Yes,72,6302,125,71.00,72,6024,122,69.80,72,5209,117,70.80,,
7927,3768,Chippewa National Golf Course,Rural Route 1,"Longville, Minnesota 56655",56655,(218) 363-2552,9,,1987,Public,Open,None,Open: 5/01 Closed: 10/01,Yes,Yes,No,No,$,$,Yes,Yes,,,,,36,3120,131,,36,3006,122,,,
7928,3768,Executive at Ridgewood Golf Course,Hwy 7,"Longville, Minnesota 56655",56655,(218) 363-2444,9,,1990,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/15 Closed: 10/15,Yes,Yes,No,No,$,$,Yes,Yes,,,,,29,1023,,,29,1023,,,,
7929,3768,Regulation Eighteen at Ridgewood Golf Course,Hwy 7,"Longville, Minnesota 56655",56655,(218) 363-2444,18,,1986,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",Open: 4/15 Closed: 10/15,Yes,Yes,No,No,$,$,Yes,Yes,72,6564,129,72.00,72,6360,127,71.00,73,5669,127,72.90,,
7930,3770,Luverne Country Club,Rural Route 3,"Luverne, Minnesota 56156",56156,(507) 283-4383,9,,1970,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,36,3339,125,36.20,36,3198,123,35.60,36,2516,113,34.50,,
7931,3771,Meadowbrook Country Club,Rural Route 2,"Mabel, Minnesota 55954",55954,(507) 493-5708,9,Jim Gunderson,1983,Public,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,No,Yes,,,,,36,2608,104,32.80,35,2248,105,33.00,,
7932,3772,Madelia Golf Course,116 W Main St,"Madelia, Minnesota 56062",56062,(507) 642-3608,9,,1980,Public,Open,None,Open: 4/01 Closed: 11/01,Yes,Yes,No,No,$,$,Yes,Yes,36,3141,,,36,3072,,,36,2497,,,,
7933,3773,Madison Country Club,W Hwy 40,"Madison, Minnesota 56256",56256,(320) 598-7587,9,,1971,Semi-Private,Open,None,Open: 4/01 Closed: 11/01,No,Yes,No,No,$,$,Yes,Yes,,,,,35,2802,119,33.70,35,2715,119,36.20,,
