course_id,city_id,course,street,address,zip_code,phone,hole,architect,year_built,public_private,guest_policy,credit_card,golf_season,range,rental_club,pro_in_House,metal_spikes_okay,weekday,weekend,tee_time_welcomed,rental_cart_available,championship_par,championship_yards,championship_slope,championship_usga,middle_par,middle_yards,middle_slope,middle_usga,forward_par,forward_yards,forward_slope,forward_usga,lng,lat,state_id,city_title,city_count,city_slug,state,state_count,state_slug,c_city,city
9126,4555,Green Tree Golf Course,1030 Somers Point Mays Landing Rd,"Egg Harbor Township, New Jersey 08234",08234,(609) 625-9131,18,,,Public,Open,None,year round,Yes,Yes,No,Yes,$,$,Yes,Yes,70,5440,109,66.10,70,5177,108,65.30,73,4613,106,66.90,,,31,Egg Harbor Township,2,eggharbortownship,New Jersey,290,newjersey,Egg Harbor Township,Egg Harbor Township
9127,4555,Harbor Pines Golf Club,St Andrews and Ocean Heights Ave,"Egg Harbor Township, New Jersey 08234",08234,(609) 927-0006,18,Stephen Kay,1996,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,No,$$,$$$,Yes,Included in fee,72,6827,129,72.30,72,6503,125,70.70,72,5438,122,70.70,,,31,Egg Harbor Township,2,eggharbortownship,New Jersey,290,newjersey,Egg Harbor Township,Egg Harbor Township
9128,4556,Centerton Golf Club,1016 Almond Rd,"Elmer, New Jersey 08318",08318,(856) 358-2220,18,Ed Carman,1962,Semi-Private,Open,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6725,120,69.20,71,6305,117,67.80,72,5525,120,71.50,,,31,Elmer,1,elmer,New Jersey,290,newjersey,Elmer,Elmer
9129,4557,Emerson Golf Club,99 Palisade Ave,"Emerson, New Jersey 07630",07630,(201) 261-1100,18,Alec Ternyei,1963,Public,Open,"VISA, MasterCard, Amex Welcomed",Open: 4/01 Closed: 11/30,Yes,Yes,Yes,No,$,$$,Yes,Yes,71,6703,115,71.10,71,6399,112,69.80,71,5554,117,70.80,,,31,Emerson,1,emerson,New Jersey,290,newjersey,Emerson,Emerson
9130,4558,Essex Fells Country Club,219 Devon Rd,"Essex Fells, New Jersey 07021",07021,(973) 226-5800,18,Donald Ross,1910,Private,Reciprocal,None,year round,No,No,Yes,No,$,$,Yes,Yes,70,6544,128,71.90,70,6254,126,70.60,75,5825,135,74.90,,,31,Essex Fells,1,essexfells,New Jersey,290,newjersey,Essex Fells,Essex Fells
9131,4559,Cohanzick Country Club,Bridgeton Fairton Rd,"Fairton, New Jersey 08320",08320,(856) 455-2127,18,,1895,Semi-Private,Open,None,year round,Yes,Yes,No,Yes,$,$,Yes,Yes,71,6303,123,70.20,71,6063,120,69.10,71,5476,120,70.50,,,31,Fairton,1,fairton,New Jersey,290,newjersey,Fairton,Fairton
9132,4560,River at Fiddler's Elbow Country Club,Rattlesnake Bridge Rd,"Far Hills, New Jersey 07931",07931,(908) 439-2513,18,Hal Purdy,1966,Private,Reciprocal,None,Open: 3/01 Closed: 12/31,Yes,Yes,Yes,No,$$,$$,Yes,Yes,72,6731,124,72.40,72,6387,121,70.80,72,5356,121,72.00,,,31,Far Hills,3,farhills,New Jersey,290,newjersey,Far Hills,Far Hills
9133,4560,Meadow at Fiddler's Elbow Country Club,Rattlesnake Bridge Rd,"Far Hills, New Jersey 07931",07931,(908) 439-2513,18,Hal Purdy,1966,Private,Reciprocal,None,Open: 3/01 Closed: 12/31,Yes,Yes,Yes,No,$$,$$,Yes,Yes,72,6724,119,71.70,72,6260,114,69.40,72,5368,118,67.80,,,31,Far Hills,3,farhills,New Jersey,290,newjersey,Far Hills,Far Hills
9134,4560,Forest at Fiddler's Elbow Country Club,Rattlesnake Bridge Rd,"Far Hills, New Jersey 07931",07931,(908) 439-2513,18,Rees Jones,1995,Private,Reciprocal,None,Open: 3/01 Closed: 12/31,Yes,Yes,Yes,No,$$,$$,Yes,Yes,72,7128,137,73.30,72,6716,130,71.40,72,5154,120,68.70,,,31,Far Hills,3,farhills,New Jersey,290,newjersey,Far Hills,Far Hills
9135,4561,Shore Oaks Golf Club,20 Shore Oakes Dr,"Farmingdale, New Jersey 07727",07727,(732) 938-9696,18,Johnny Miller,1990,Private,Reciprocal,None,Open: 3/01 Closed: 12/31,Yes,Yes,Yes,No,$$,$$,No,Yes,71,6919,134,73.10,71,6505,130,71.30,71,5452,121,71.20,,,31,Farmingdale,4,farmingdale,New Jersey,290,newjersey,Farmingdale,Farmingdale
9138,4561,Howell Park Golf Course,Preventorium Rd,"Farmingdale, New Jersey 07727",07727,(732) 938-4771,18,Frank Duane,1972,Public,Open,None,Open: 3/15 Closed: 12/23,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6916,126,73.00,72,6302,120,70.20,72,5725,125,72.50,,,31,Farmingdale,4,farmingdale,New Jersey,290,newjersey,Farmingdale,Farmingdale
9139,4562,White/Blue at Flanders Valley Golf Club,Pleasant Hill Rd,"Flanders, New Jersey 07836",07836,(973) 584-5382,18,Hal Purdy,1963,Public,Open,None,Open: 4/01 Closed: 11/30,No,Yes,No,No,$,$$,No,Yes,72,6765,126,71.60,72,6417,122,71.20,72,5534,122,72.40,,,31,Flanders,2,flanders,New Jersey,290,newjersey,Flanders,Flanders
9140,4562,Red/Gold at Flanders Valley Golf Club,Pleasant Hill Rd,"Flanders, New Jersey 07836",07836,(973) 584-5382,18,Hal Purdy,1963,Public,Open,None,Open: 4/01 Closed: 11/30,No,Yes,No,No,$,$$,No,Yes,72,6770,126,72.40,72,6429,123,71.20,73,5540,121,72.80,,,31,Flanders,2,flanders,New Jersey,290,newjersey,Flanders,Flanders
9142,4564,Brooklake Country Club,139 Brooklake Rd,"Florham Park, New Jersey 07932",07932,(973) 377-2235,18,Herbert Strong,1921,Private,Reciprocal,None,Open: 4/01 Closed: 12/15,Yes,Yes,Yes,No,$$,$$,No,Yes,72,6935,127,73.00,72,6639,125,72.00,74,5746,125,73.80,,,31,Florham Park,2,florhampark,New Jersey,290,newjersey,Florham Park,Florham Park
9143,4564,Pinch Brook Golf Course,234 Ridgedale Ave,"Florham Park, New Jersey 07932",07932,(973) 377-2039,18,Rees Jones,1983,Public,Open,None,Open: 4/01 Closed: 11/30,No,Yes,No,No,$,$,Yes,Yes,65,5007,98,63.70,65,4664,95,62.10,65,4117,96,63.10,,,31,Florham Park,2,florhampark,New Jersey,290,newjersey,Florham Park,Florham Park
9144,4565,Fountain Green Golf Course,Building 3152,"Fort Dix, New Jersey 08640",08640,(609) 562-5443,18,,,Military,Closed,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6389,118,70.60,71,5989,115,68.70,72,5466,123,71.80,,,31,Fort Dix,1,fortdix,New Jersey,290,newjersey,Fort Dix,Fort Dix
9145,4566,Suneagles Golf Course,Tinton Ave,"Fort Monmouth, New Jersey 07703",07703,(732) 532-4307,18,A. W. Tillinghast,,Military,Closed,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6357,121,70.70,72,6021,119,69.20,73,5380,119,71.40,,,31,Fort Monmouth,1,fortmonmouth,New Jersey,290,newjersey,Fort Monmouth,Fort Monmouth
9147,4567,Black Bear Golf Club,Route 23,"Franklin, New Jersey 07416",07416,(973) 209-2226,18,Jack Kurlander,1996,Public,Open,"VISA, MasterCard, Amex Welcomed",Open: 3/15 Closed: 12/31,Yes,Yes,Yes,No,$$,$$,Yes,Included in fee,72,6652,130,72.20,72,6334,127,71.00,72,4785,115,67.70,,,31,Franklin,2,franklin,New Jersey,290,newjersey,Franklin,Franklin
9148,4568,High Mountain Golf Club,845 Ewing Ave,"Franklin Lakes, New Jersey 07417",07417,(201) 891-4653,18,Alec Ternyei,1968,Semi-Private,Open,None,Open: 3/15 Closed: 12/01,Yes,Yes,Yes,No,$$,$$,Yes,Included in fee,71,6404,123,70.00,71,6101,120,68.90,71,5426,121,70.70,,,31,Franklin Lakes,1,franklinlakes,New Jersey,290,newjersey,Franklin Lakes,Franklin Lakes
9150,4570,Glen Ridge Country Club,555 Ridgewood Ave,"Glen Ridge, New Jersey 07028",07028,(973) 744-7803,18,A. W. Tillinghast,1894,Private,Closed,None,year round,No,No,Yes,No,$,$,No,Yes,71,6049,125,69.80,71,6002,123,69.00,72,5850,132,73.60,,,31,Glen Ridge,1,glenridge,New Jersey,290,newjersey,Glen Ridge,Glen Ridge
9151,4571,Panther Valley Golf & Country Club,Forest Dr,"Hackettstown, New Jersey 07820",07820,(908) 852-6120,18,"Robert Trent Jones, Jr.",1968,Private,Reciprocal,None,Open: 4/01 Closed: 12/01,Yes,Yes,Yes,No,$,$$,Yes,Yes,71,6850,135,73.10,71,6365,130,70.70,72,5469,127,71.80,,,31,Hackettstown,2,hackettstown,New Jersey,290,newjersey,Hackettstown,Hackettstown
9152,4571,Minebrook Golf Club,500 Schooley's Mountain Rd,"Hackettstown, New Jersey 07840",07840,(908) 979-0366,18,,1919,Public,Open,"VISA, MasterCard, Amex Welcomed",year round,No,Yes,Yes,No,$,$,Yes,Yes,70,6349,128,69.70,70,5987,125,69.30,72,5505,118,72.60,,,31,Hackettstown,2,hackettstown,New Jersey,290,newjersey,Hackettstown,Hackettstown
9153,4572,Tavistock Country Club,Tavistock Ln,"Haddonfield, New Jersey 08033",08033,(856) 429-1827,18,Alex Findlay,1921,Private,Closed,None,year round,Yes,Yes,Yes,No,$$,$$,Yes,Yes,72,6609,139,72.40,72,6321,131,70.90,72,5552,128,71.90,,,31,Haddonfield,1,haddonfield,New Jersey,290,newjersey,Haddonfield,Haddonfield
9154,4573,Hammonton Golf & Country Club,420 Boyer Ave,"Hammonton, New Jersey 08037",08037,(609) 561-1876,18,Richard Taylor,1969,Public,Open,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Included in fee,65,6019,111,67.60,65,5455,105,65.10,65,4799,107,65.00,,,31,Hammonton,1,hammonton,New Jersey,290,newjersey,Hammonton,Hammonton
9155,4574,Crystal Springs Golf Club,123 Crystal Springs Rd,"Hardyston, New Jersey 07419",07419,(973) 827-1444,18,Robert von Hagge,1991,Semi-Private,Open,"VISA, MasterCard, Amex Welcomed",Open: 3/15 Closed: 12/12,Yes,Yes,Yes,No,$$,$$,Yes,Included in fee,72,6816,137,74.10,72,6395,132,72.10,72,5111,123,70.50,,,31,Hardyston,2,hardyston,New Jersey,290,newjersey,Hardyston,Hardyston
9156,4574,Ballyowen Golf Club,105-137 Wheatsworth Rd,"Hardyston, New Jersey 07419",07419,(973) 827-5996,18,Roger Rulewich,1998,Public,Open,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,No,$$,$$$,Yes,Included in fee,72,7032,127,73.10,72,6508,126,70.50,72,4903,103,66.40,,,31,Hardyston,2,hardyston,New Jersey,290,newjersey,Hardyston,Hardyston
9157,4575,Haworth Golf Club,5 Lake Shore Dr,"Haworth, New Jersey 07641",07641,(201) 384-7300,18,,1969,Private,Closed,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,No,$,$$,Yes,Yes,72,7085,124,70.30,72,6367,120,70.20,72,5781,127,72.20,,,31,Haworth,2,haworth,New Jersey,290,newjersey,Haworth,Haworth
9158,4575,White Beeches Golf & Country Club,70 Haworth Dr,"Haworth, New Jersey 07641",07641,(201) 385-8531,18,Walter Travis,1915,Private,Reciprocal,None,Open: 3/01 Closed: 12/31,Yes,Yes,Yes,No,$,$$,Yes,Yes,72,6583,129,71.50,72,6265,126,70.00,72,5756,129,73.00,,,31,Haworth,2,haworth,New Jersey,290,newjersey,Haworth,Haworth
9161,4577,Hopewell Valley Golf Club,114 Pennington Hopewell Rd,"Hopewell, New Jersey 08525",08525,(609) 466-9070,18,Thomas Winton,1927,Private,Reciprocal,None,Open: 3/01 Closed: 11/01,Yes,Yes,Yes,No,$$,$$,Yes,Yes,72,6585,121,70.80,72,6281,118,69.50,72,5435,122,71.30,,,31,Hopewell,2,hopewell,New Jersey,290,newjersey,Hopewell,Hopewell
9162,4578,Front/Back at Metedeconk National Golf Club,55 Hannah Hill Rd,"Jackson, New Jersey 08527",08527,(732) 928-0111,18,"Robert Trent Jones, Sr.",1988,Private,Closed,None,Open: 3/15 Closed: 11/30,Yes,Yes,Yes,No,,,Yes,Included in fee,72,7171,135,75.00,72,6675,132,72.50,72,5312,125,72.20,,,31,Jackson,4,jackson,New Jersey,290,newjersey,Jackson,Jackson
9163,4578,Front/Third at Metedeconk National Golf Club,55 Hannah Hill Rd,"Jackson, New Jersey 08527",08527,(732) 928-0111,18,"Robert Trent Jones, Jr.",1998,Private,Closed,None,Open: 3/15 Closed: 11/30,Yes,Yes,Yes,No,,,Yes,Included in fee,72,7283,138,74.60,72,6780,133,72.80,72,5426,127,72.20,,,31,Jackson,4,jackson,New Jersey,290,newjersey,Jackson,Jackson
9164,4578,Back/Third at Metedeconk National Golf Club,55 Hannah Hill Rd,"Jackson, New Jersey 08527",08527,(732) 928-0111,18,"Robert Trent Jones, Jr.",1998,Private,Closed,None,Open: 3/15 Closed: 11/30,Yes,Yes,Yes,No,,,Yes,Included in fee,72,7143,138,75.20,72,6623,135,72.10,72,5392,126,71.40,,,31,Jackson,4,jackson,New Jersey,290,newjersey,Jackson,Jackson
9167,4580,The Banks at Forsgate Country Club,Forsgate Dr,"Jamesburg, New Jersey 08831",08831,(732) 521-0070,18,Charles Banks,1931,Private,Reciprocal,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,Yes,$$,$$,Yes,Yes,71,6577,125,71.20,71,6347,123,70.20,71,5678,124,72.90,,,31,Jamesburg,3,jamesburg,New Jersey,290,newjersey,Jamesburg,Jamesburg
9168,4580,The Palmer at Forsgate Country Club,Forsgate Dr,"Jamesburg, New Jersey 08831",08831,(732) 521-0070,18,Hal Purdy,1964,Private,Reciprocal,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,Yes,$$,$$,Yes,Yes,72,6495,130,72.60,72,6088,126,70.70,72,5145,126,71.60,,,31,Jamesburg,3,jamesburg,New Jersey,290,newjersey,Jamesburg,Jamesburg
9169,4580,Greenbrier at Whittingham,101 Whittingham Dr,"Jamesburg, New Jersey 08831",08831,(609) 860-6621,9,Tom Clark,1996,Private,Closed,"VISA, MasterCard, Amex, Discover Welcomed",Open: 3/01 Closed: 12/31,No,Yes,Yes,No,$,$,Yes,Yes,36,3135,123,35.00,36,2885,119,33.60,36,2555,125,34.90,,,31,Jamesburg,3,jamesburg,New Jersey,290,newjersey,Jamesburg,Jamesburg
9170,4581,Valley/Lake at Farmstead Golf & Country Club,88 Lawrence Rd,"Lafayette, New Jersey 07848",07848,(973) 383-1666,18,Byron Phoebus,1965,Semi-Private,Open,"VISA, MasterCard, Amex Welcomed",Open: 3/01 Closed: 12/01,No,Yes,Yes,No,$,$,Yes,Yes,68,6161,117,68.90,68,5464,110,65.80,68,4636,111,66.80,,,31,Lafayette,3,lafayette,New Jersey,290,newjersey,Lafayette,Lafayette
9171,4581,Club/Valley at Farmstead Golf & Country Club,88 Lawrence Rd,"Lafayette, New Jersey 07848",07848,(973) 383-1666,18,Byron Phoebus,1960,Semi-Private,Open,"VISA, MasterCard, Amex Welcomed",Open: 3/01 Closed: 12/01,No,Yes,Yes,No,$,$,Yes,Yes,69,6221,119,69.30,69,5749,114,67.30,70,4822,119,67.90,,,31,Lafayette,3,lafayette,New Jersey,290,newjersey,Lafayette,Lafayette
9172,4581,Lake/Club at Farmstead Golf & Country Club,88 Lawrence Rd,"Lafayette, New Jersey 07848",07848,(973) 383-1666,18,Byron Phoebus,1986,Semi-Private,Open,"VISA, MasterCard, Amex Welcomed",Open: 3/01 Closed: 12/01,No,Yes,Yes,No,$,$,Yes,Yes,71,6680,120,71.20,71,6033,114,68.20,70,4910,111,67.30,,,31,Lafayette,3,lafayette,New Jersey,290,newjersey,Lafayette,Lafayette
9174,4582,Renaissance Golf Course,3 Renaissance Blvd E,"Lakehurst, New Jersey 08733",08733,(732) 657-8900,9,,1999,Private,Reciprocal,None,Open: 4/01 Closed: 12/15,No,Yes,Yes,No,$,$,Yes,Yes,31,2162,101,30.40,31,2028,97,29.90,31,1732,92,29.40,,,31,Lakehurst,2,lakehurst,New Jersey,290,newjersey,Lakehurst,Lakehurst
9175,4583,Lakewood Country Club,145 Country Club Dr,"Lakewood, New Jersey 08701",08701,(732) 364-8899,18,"Willie Dunn, Jr.",1892,Semi-Private,Open,None,year round,Yes,Yes,No,Yes,$,$,Yes,Yes,71,6248,118,70.70,72,6042,116,69.00,75,5395,117,71.00,,,31,Lakewood,3,lakewood,New Jersey,290,newjersey,Lakewood,Lakewood
9176,4583,Woodlake Golf & Country Club,25 New Hampshire Ave,"Lakewood, New Jersey 08701",08701,(732) 370-1002,18,Larry Packard,1972,Semi-Private,Open,"VISA, MasterCard, Amex Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6766,126,72.50,72,6438,123,71.00,74,5491,120,72.20,,,31,Lakewood,3,lakewood,New Jersey,290,newjersey,Lakewood,Lakewood
9177,4583,Four Seasons Spa & Country Club,1600 Spring Meadows Dr,"Lakewood, New Jersey 08701",08701,(732) 477-1668,9,Tom Fazio,1997,Private,Reciprocal,None,Open: 4/01 Closed: 12/15,Yes,Yes,Yes,No,$,$,Yes,Yes,30,1834,100,29.80,30,1649,98,29.30,30,1503,91,28.50,,,31,Lakewood,3,lakewood,New Jersey,290,newjersey,Lakewood,Lakewood
9178,4584,Greenacres Country Club,2170 Lawrenceville Rd,"Lawrenceville, New Jersey 08648",08648,(609) 896-0276,18,Devereux Emmet & Alfred H. Tull,1932,Private,Closed,None,Open: 3/01 Closed: 11/30,Yes,No,Yes,No,$,$,Yes,Yes,72,6447,136,70.50,72,6111,122,69.50,72,5424,122,70.20,,,31,Lawrenceville,2,lawrenceville,New Jersey,290,newjersey,Lawrenceville,Lawrenceville
9181,4586,Meadows Golf Course,79 Two Bridges Rd,"Lincoln Park, New Jersey 07035",07035,(973) 696-7212,18,,1964,Public,Open,None,year round,No,Yes,No,No,$,$,Yes,Yes,68,6223,110,67.60,68,6000,100,67.00,66,4829,99,64.70,,,31,Lincoln Park,2,lincolnpark,New Jersey,290,newjersey,Lincoln Park,Lincoln Park
9183,4587,Red/White at Bamm Hollow Country Club,215 Sunnyside Rd,"Lincroft, New Jersey 07738",07738,(732) 741-4774,18,Hal Purdy & Malcolm Purdy,1972,Private,Reciprocal,None,year round,Yes,Yes,Yes,No,$$,$$,Yes,Yes,72,6969,127,72.70,72,6529,123,70.20,74,5857,121,73.40,,,31,Lincroft,3,lincroft,New Jersey,290,newjersey,Lincroft,Lincroft
9184,4587,White/Blue at Bamm Hollow Country Club,215 Sunnyside Rd,"Lincroft, New Jersey 07738",07738,(732) 741-4774,18,Hal Purdy & Malcolm Purdy,1972,Private,Reciprocal,None,year round,Yes,Yes,Yes,No,$$,$$,Yes,Yes,72,6907,127,72.50,72,6531,123,70.80,74,5833,122,73.80,,,31,Lincroft,3,lincroft,New Jersey,290,newjersey,Lincroft,Lincroft
9185,4587,Blue/Red at Bamm Hollow Country Club,215 Sunnyside Rd,"Lincroft, New Jersey 07738",07738,(732) 741-4774,18,Hal Purdy & Malcolm Purdy,1972,Private,Reciprocal,None,year round,Yes,Yes,Yes,No,$$,$$,Yes,Yes,72,6702,121,71.20,72,6352,118,69.70,74,5768,120,73.40,,,31,Lincroft,3,lincroft,New Jersey,290,newjersey,Lincroft,Lincroft
9186,4588,Linwood Country Club,500 Shore Rd,"Linwood, New Jersey 08221",08221,(609) 927-7374,18,Herbert Strong,1921,Private,Reciprocal,None,Open: 3/01 Closed: 12/01,Yes,Yes,Yes,No,$$,$$,Yes,Included in fee,71,6258,126,69.70,71,6000,123,68.20,71,4920,120,70.00,,,31,Linwood,1,linwood,New Jersey,290,newjersey,Linwood,Linwood
9187,4589,Ocean County Golf Course at Atlantis,Country Club Blvd,"Little Egg Harbor, New Jersey 08087",08087,(609) 296-2444,18,George Fazio,1961,Public,Open,None,year round,Yes,Yes,No,Yes,$,$,Yes,Yes,72,6848,134,73.60,72,6432,129,71.30,72,5579,124,71.80,,,31,Little Egg Harbor,1,littleeggharbor,New Jersey,290,newjersey,Little Egg Harbor,Little Egg Harbor
9188,4590,Cedar Hill Country Club,100 Walnut St,"Livingston, New Jersey 07039",07039,(973) 992-4700,18,,,Private,Closed,None,Open: 4/01 Closed: 12/01,Yes,No,Yes,No,$,$,Yes,Yes,71,6443,126,71.50,71,6092,124,69.90,71,5486,126,72.70,,,31,Livingston,1,livingston,New Jersey,290,newjersey,Livingston,Livingston
9191,4593,Apple Ridge Country Club,269 E Crescent Ave,"Mahwah, New Jersey 07430",07430,(201) 327-8000,18,Hal Purdy,1966,Private,Closed,None,year round,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6624,124,71.10,71,6244,120,69.40,73,5734,127,73.60,,,31,Mahwah,2,mahwah,New Jersey,290,newjersey,Mahwah,Mahwah
9192,4593,Darlington Golf Course,279 Campgaw Rd,"Mahwah, New Jersey 07430",07430,(201) 818-0777,18,Nicholas Psiahas,1979,Public,Open,None,Open: 4/01 Closed: 12/18,Yes,Yes,Yes,No,$,$,Yes,Yes,71,6484,122,70.60,71,6049,118,68.80,72,5300,117,69.90,,,31,Mahwah,2,mahwah,New Jersey,290,newjersey,Mahwah,Mahwah
9193,4594,Ocean Acres Country Club,925 Buccaneer Ln,"Manahawkin, New Jersey 08050",08050,(609) 597-9393,18,Hal Purdy,1964,Semi-Private,Open,"VISA, MasterCard, Amex Welcomed",year round,No,Yes,Yes,No,$,$,Yes,Yes,72,6563,124,70.80,72,6246,117,69.70,72,5412,117,70.40,,,31,Manahawkin,1,manahawkin,New Jersey,290,newjersey,Manahawkin,Manahawkin
9195,4595,Knob Hill Golf Course,360 Route 33 W,"Manalapan, New Jersey 07726",07726,(732) 792-7722,18,Mark McCumber,1998,Semi-Private,Open,"VISA, MasterCard, Amex, Discover Welcomed",year round,No,No,Yes,No,$,$$,Yes,Yes,70,6533,126,72.00,70,5876,124,69.40,70,4917,121,68.80,,,31,Manalapan,2,manalapan,New Jersey,290,newjersey,Manalapan,Manalapan
9196,4596,Maplewood Country Club,28 Baker St,"Maplewood, New Jersey 07040",07040,(973) 762-0215,18,,1921,Private,Closed,None,year round,Yes,No,Yes,No,$,$,Yes,Yes,71,6103,124,69.10,71,5562,124,66.90,73,5477,124,72.10,,,31,Maplewood,1,maplewood,New Jersey,290,newjersey,Maplewood,Maplewood
9198,4598,Indian Spring Golf Club,S Elmwood Rd,"Marlton, New Jersey 08053",08053,(856) 983-0222,18,,1955,Public,Open,"VISA, MasterCard, Amex, Discover Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,70,6376,113,68.90,70,6018,111,67.80,73,5584,116,70.80,,,31,Marlton,5,marlton,New Jersey,290,newjersey,Marlton,Marlton
9199,4598,Links Golf Club,Majestic Pkwy,"Marlton, New Jersey 08053",08053,(856) 983-2000,18,,1981,Private,Reciprocal,None,Open: 3/01 Closed: 12/01,Yes,Yes,Yes,Yes,$$,$$,No,Yes,70,6357,131,70.70,70,6006,126,69.80,70,5375,126,73.40,,,31,Marlton,5,marlton,New Jersey,290,newjersey,Marlton,Marlton
9200,4598,Red/White at Little Mill Country Club,104 Bortons Rd,"Marlton, New Jersey 08053",08053,(856) 767-0559,18,Garrett J. Renn,1968,Private,Reciprocal,None,year round,Yes,No,Yes,No,$$,$$,Yes,Yes,71,6774,129,72.30,71,6407,126,70.50,71,5025,117,69.00,,,31,Marlton,5,marlton,New Jersey,290,newjersey,Marlton,Marlton
9201,4598,White/Blue at Little Mill Country Club,104 Bortons Rd,"Marlton, New Jersey 08053",08053,(856) 767-0559,18,Garrett J. Renn,1968,Private,Reciprocal,None,year round,Yes,No,Yes,No,$$,$$,Yes,Yes,72,6775,136,72.70,72,6452,132,71.20,73,5414,123,71.20,,,31,Marlton,5,marlton,New Jersey,290,newjersey,Marlton,Marlton
9202,4598,Blue/Red at Little Mill Country Club,104 Bortons Rd,"Marlton, New Jersey 08053",08053,(856) 767-0559,18,Garrett J. Renn,1968,Private,Reciprocal,None,year round,Yes,No,Yes,No,$$,$$,Yes,Yes,71,6579,134,71.60,71,6261,130,70.20,72,5215,122,69.70,,,31,Marlton,5,marlton,New Jersey,290,newjersey,Marlton,Marlton
9203,4599,Mays Landing Golf Club,1855 Cates Rd,"Mays Landing, New Jersey 08330",08330,(609) 641-4411,18,Hal Purdy,1962,Public,Open,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,No,$,$,Yes,Yes,72,6633,116,71.10,72,6251,112,69.50,71,5334,114,70.30,,,31,Mays Landing,1,mayslanding,New Jersey,290,newjersey,Mays Landing,Mays Landing
9204,4600,Lake/Quarry at Great Gorge Golf Club,Route 517,"McAfee, New Jersey 07428",07428,(973) 827-5757,18,George Fazio,1972,Public,Open,"VISA, MasterCard, Amex Welcomed",Open: 3/01 Closed: 11/01,Yes,Yes,Yes,Yes,$$,$$,Yes,Included in fee,71,6710,131,73.30,71,6314,127,71.30,71,5354,124,71.50,,,31,McAfee,4,mcafee,New Jersey,290,newjersey,McAfee,McAfee
9205,4600,Quarry/Rail at Great Gorge Golf Club,Route 517,"McAfee, New Jersey 07428",07428,(973) 827-5757,18,George Fazio,1972,Public,Open,"VISA, MasterCard, Amex Welcomed",Open: 3/01 Closed: 11/01,Yes,Yes,Yes,Yes,$$,$$,Yes,Included in fee,71,6758,126,72.70,71,6369,122,70.80,71,5502,121,71.70,,,31,McAfee,4,mcafee,New Jersey,290,newjersey,McAfee,McAfee
9206,4600,Rail/Lake at Great Gorge Golf Club,Route 517,"McAfee, New Jersey 07428",07428,(973) 827-5757,18,George Fazio,1972,Public,Open,"VISA, MasterCard, Amex Welcomed",Open: 3/01 Closed: 11/01,Yes,Yes,Yes,Yes,$$,$$,Yes,Included in fee,72,6852,128,73.40,72,6529,124,71.40,72,5518,123,72.00,,,31,McAfee,4,mcafee,New Jersey,290,newjersey,McAfee,McAfee
9208,4601,Hamilton Trails Country Club,4395 Harbor Ave,"McKee City, New Jersey 08232",08232,(609) 641-6824,9,Bill Choltko,1983,Public,Open,None,year round,Yes,Yes,Yes,Yes,$,$,No,Yes,36,3265,123,34.70,36,3115,120,33.65,35,2795,119,33.00,,,31,McKee City,1,mckeecity,New Jersey,290,newjersey,McKee City,McKee City
9209,4602,Golden Pheasant Golf Club,141 Eayrestown Rd,"Medford, New Jersey 08055",08055,(609) 267-4276,18,,1963,Semi-Private,Open,"VISA, MasterCard Welcomed",year round,No,Yes,No,Yes,$,$,Yes,Yes,72,6273,119,68.10,72,6002,116,67.00,72,5105,114,68.40,,,31,Medford,2,medford,New Jersey,290,newjersey,Medford,Medford
9210,4602,Medford Village Resort & Country Club,Golfview Dr,"Medford, New Jersey 08055",08055,(609) 654-8211,18,William F. Gordon,1964,Private,Closed,"VISA, MasterCard Welcomed",year round,Yes,Yes,Yes,No,$$,$$,No,Yes,72,6512,133,71.60,72,6169,130,70.10,72,5232,124,70.40,,,31,Medford,2,medford,New Jersey,290,newjersey,Medford,Medford
9212,4604,Mendham Golf & Tennis Club,Golf Ln,"Mendham, New Jersey 07945",07945,(973) 543-7297,18,Alfred H. Tull,1961,Private,Closed,None,Open: 4/01 Closed: 11/30,Yes,Yes,Yes,No,$,$,No,Yes,72,6683,127,71.60,72,6084,125,70.60,72,5584,127,72.20,,,31,Mendham,2,mendham,New Jersey,290,newjersey,Mendham,Mendham
